0 		 start2 		 start2 		 start2
2503 		 में 		 lwg__psp 		 case
2504 		 इनके 		 r6 		 nmod
2505 		 चाहने 		 r6 		 nmod
2506 		 वालों 		 lwg__psp 		 case
2507 		 की 		 lwg__psp 		 case
2508 		 भारी 		 nmod__adj 		 case
2509 		 भीड 		 k1 		 nsubj
2510 		 इनकी 		 r6 		 nmod
2511 		 रक्षा 		 rt 		 advcl
2512 		 के 		 lwg__psp 		 case
2513 		 लिए 		 lwg__psp 		 case
2514 		 दुआएं 		 pof 		 compound
2515 		 करने 		 k7 		 nmod
2516 		 में 		 lwg__psp 		 case
2517 		 जुट 		 ccof 		 conj
2518 		 गयी 		 lwg__vaux 		 case
2519 		 थी 		 lwg__vaux_cont 		 case
2520 		 इस 		 nmod__adj 		 case
2521 		 सफल 		 ccof 		 conj
2522 		 व्यावसायिक 		 mod 		 nsubj
2523 		 और 		 nmod 		 amod
2524 		 समीक्षित 		 ccof 		 conj
2525 		 फ़िल्म 		 k7t 		 nmod
2526 		 के 		 lwg__psp 		 case
2527 		 बाद 		 lwg__psp 		 case
2528 		 उनकी 		 r6 		 nmod
2529 		 एक 		 nmod__adj 		 case
2530 		 और 		 nmod__adj 		 case
2531 		 आनंद 		 k1 		 nsubj
2532 		 (१९७१) 		 rsym 		 punct
2533 		 नामक 		 nmod__adj 		 case
2534 		 फ़िल्म 		 k1s 		 case
2535 		 आई 		 main 		 case
2536 		 जिसमें 		 k7 		 nmod
2537 		 उन्होंने 		 k1 		 nsubj
2538 		 उस 		 nmod__adj 		 case
2539 		 समय 		 r6 		 nmod
2540 		 के 		 lwg__psp 		 case
2541 		 लोकप्रिय 		 nmod__adj 		 case
2542 		 कलाकार 		 nmod 		 amod
2543 		 राजेश 		 pof__cn 		 case
2544 		 खन्ना 		 ras-k1 		 nmod
2545 		 के 		 lwg__psp 		 case
2546 		 साथ 		 lwg__psp 		 case
2547 		 काम 		 k2 		 case
2548 		 किया 		 nmod__relc 		 case
2549 		 इस 		 nmod__adj 		 case
2550 		 बातचीत 		 r6 		 nmod
2551 		 के 		 lwg__psp 		 case
2552 		 भावनात्मक 		 nmod__adj 		 case
2553 		 जोश 		 ccof 		 conj
2554 		 और 		 r6 		 nmod
2555 		 कोमलता 		 ccof 		 conj
2556 		 के 		 lwg__psp 		 case
2557 		 विषय 		 k1 		 nsubj
2558 		 अमिताभ 		 r6 		 nmod
2559 		 की 		 lwg__psp 		 case
2560 		 कुछ 		 nmod__adj 		 case
2561 		 पहले 		 r6 		 nmod
2562 		 की 		 lwg__psp 		 case
2563 		 एक्शन 		 pof__cn 		 case
2564 		 फ़िल्मों 		 ccof 		 conj
2565 		 तथा 		 k7 		 nmod
2566 		 जिन्हें 		 ccof 		 conj
2567 		 वे 		 k1 		 case
2568 		 बाद 		 k7t 		 nmod
2569 		 में 		 lwg__psp 		 case
2570 		 करने 		 k7 		 nmod
2571 		 वाले 		 lwg__vaux 		 case
2572 		 थे 		 lwg__vaux_cont 		 case
2573 		 की 		 lwg__psp 		 case
2574 		 तुलना 		 lwg__psp 		 case
2575 		 में 		 lwg__psp 		 case
2576 		 प्रत्यक्ष 		 nmod__adj 		 case
2577 		 कटाक्ष 		 pof 		 compound
2578 		 किया 		 main 		 case
2579 		 इन्हें 		 k2 		 case
2580 		 जहाज 		 k5 		 nmod
2581 		 से 		 lwg__psp 		 case
2582 		 फोरन 		 pof__cn 		 case
2583 		 स्पलेनक्टोमी 		 r6 		 nmod
2584 		 के 		 lwg__psp 		 case
2585 		 उपचार 		 rt 		 advcl
2586 		 हेतु 		 lwg__psp 		 case
2587 		 अस्पताल 		 k2p 		 nmod
2588 		 ले 		 ccof 		 conj
2589 		 जाया 		 lwg__vaux 		 case
2590 		 गया 		 lwg__vaux_cont 		 case
2591 		 और 		 main 		 case
2592 		 वहां 		 k7p 		 nmod
2593 		 ये 		 k1 		 nsubj
2594 		 कई 		 nmod__adj 		 case
2595 		 महीनों 		 k7t 		 nmod
2596 		 तक 		 lwg__psp 		 case
2597 		 अस्पताल 		 k7p 		 nmod
2598 		 में 		 lwg__psp 		 case
2599 		 भर्ती 		 pof 		 compound
2600 		 रहे 		 ccof 		 conj
2601 		 और 		 ccof 		 conj
2602 		 कई 		 nmod__adj 		 case
2603 		 बार 		 k7t 		 nmod
2604 		 मौत 		 r6 		 nmod
2605 		 के 		 lwg__psp 		 case
2606 		 मुंह 		 k7p 		 nmod
2607 		 में 		 lwg__psp 		 case
2608 		 जाते 		 ccof 		 conj
2609 		 जाते 		 lwg__vaux 		 case
2610 		 बचे 		 lwg__vaux_cont 		 case
2611 		 बाद 		 k7t 		 nmod
2612 		 में 		 lwg__psp 		 case
2613 		 हृषिकेश 		 pof__cn 		 case
2614 		 मुखर्जी 		 r6 		 nmod
2615 		 के 		 lwg__psp 		 case
2616 		 निदेर्शन 		 ccof 		 conj
2617 		 तथा 		 k1 		 case
2618 		 बीरेश 		 pof__cn 		 case
2619 		 चटर्जी 		 ccof 		 conj
2620 		 द्वारा 		 lwg__psp 		 case
2621 		 लिखित 		 nmod__adj 		 case
2622 		 नमक 		 nmod 		 amod
2623 		 हराम 		 pof__cn 		 case
2624 		 फ़िल्म 		 k7 		 nmod
2625 		 में 		 lwg__psp 		 case
2626 		 विक्रम 		 r6 		 nmod
2627 		 की 		 lwg__psp 		 case
2628 		 भूमिका 		 k2 		 case
2629 		 मिली 		 main 		 case
2630 		 जिसमें 		 k7 		 nmod
2631 		 दोस्ती 		 r6 		 nmod
2632 		 के 		 lwg__psp 		 case
2633 		 सार 		 k2 		 case
2634 		 को 		 lwg__psp 		 case
2635 		 प्रदर्शित 		 pof 		 compound
2636 		 किया 		 nmod__relc 		 case
2637 		 गया 		 lwg__vaux 		 case
2638 		 था 		 lwg__vaux_cont 		 case
2639 		 अमिताभ 		 k1 		 nsubj
2640 		 ने 		 lwg__psp 		 case
2641 		 अपने 		 r6 		 nmod
2642 		 करियर 		 k7 		 nmod
2643 		 में 		 lwg__psp 		 case
2644 		 अनेक 		 nmod__adj 		 case
2645 		 पुरस्कार 		 k2 		 case
2646 		 जीते 		 nmod__k1inv 		 case
2647 		 हैं, 		 lwg__vaux 		 case
2648 		 जिनमें 		 k7 		 nmod
2649 		 दादासाहेब 		 pof__cn 		 case
2650 		 फाल्के 		 k2 		 case
2651 		 पुरस्कार, 		 nmod 		 amod
2652 		 तीन 		 nmod__adj 		 case
2653 		 राष्ट्रीय 		 nmod__adj 		 case
2654 		 फ़िल्म 		 pof__cn 		 case
2655 		 पुरस्कार 		 ccof 		 conj
2656 		 और 		 k1 		 case
2657 		 बारह 		 nmod__adj 		 case
2658 		 फ़िल्मफ़ेयर 		 pof__cn 		 case
2659 		 पुरस्कार 		 ccof 		 conj
2660 		 सम्मिलित 		 pof 		 compound
2661 		 हैं 		 main 		 case
2662 		 जब 		 k7t 		 nmod
2663 		 पी 		 pof__cn 		 case
2664 		 वी 		 pof__cn 		 case
2665 		 नरसिंहराव 		 k1 		 nsubj
2666 		 प्रधानमंत्री 		 k1s 		 case
2667 		 बने, 		 ccof 		 conj
2668 		 तो 		 main 		 case
2669 		 उन्होंने 		 k1 		 nsubj
2670 		 मनमोहन 		 pof__cn 		 case
2671 		 सिंह 		 k2 		 case
2672 		 को 		 lwg__psp 		 case
2673 		 १९९१ 		 k7t 		 nmod
2674 		 में 		 lwg__psp 		 case
2675 		 अपने 		 r6 		 nmod
2676 		 मंत्रिमंडल 		 k7 		 nmod
2677 		 में 		 lwg__psp 		 case
2678 		 सम्मिलित 		 pof 		 compound
2679 		 करते 		 vmod 		 case
2680 		 हुए 		 lwg__vaux 		 case
2681 		 वित्त 		 pof__cn 		 case
2682 		 मंत्रालय 		 r6 		 nmod
2683 		 का 		 lwg__psp 		 case
2684 		 स्वतंत्र 		 nmod__adj 		 case
2685 		 प्रभार 		 k2 		 case
2686 		 सौंप 		 ccof 		 conj
2687 		 दिया 		 lwg__vaux 		 case
2688 		 देसाई 		 k1 		 nsubj
2689 		 ने 		 lwg__psp 		 case
2690 		 इनके 		 k7 		 nmod
2691 		 बारे 		 lwg__psp 		 case
2692 		 में 		 lwg__psp 		 case
2693 		 कहा 		 main 		 case
2694 		 था 		 lwg__vaux 		 case
2695 		 कि 		 k2 		 case
2696 		 ऐसे 		 nmod__adj 		 case
2697 		 आदमी 		 rt 		 advcl
2698 		 के 		 lwg__psp 		 case
2699 		 लिए 		 lwg__psp 		 case
2700 		 यह 		 k2 		 case
2701 		 कहना 		 k1 		 nsubj
2702 		 बिल्‍कुल 		 adv 		 advmod
2703 		 अनुपयुक्त 		 k1s 		 case
2704 		 होगा 		 ccof 		 conj
2705 		 कि 		 rs 		 acl
2706 		 जो 		 k1 		 case
2707 		 असली 		 nmod__adj 		 case
2708 		 जीवन 		 k7 		 nmod
2709 		 में 		 lwg__psp 		 case
2710 		 मौत 		 k5 		 nmod
2711 		 से 		 lwg__psp 		 case
2712 		 लड़कर 		 vmod 		 case
2713 		 जीता 		 nmod__relc 		 case
2714 		 हो 		 lwg__vaux 		 case
2715 		 उसे 		 k2 		 case
2716 		 परदे 		 k7p 		 nmod
2717 		 पर 		 lwg__psp 		 case
2718 		 मौत 		 k1 		 nsubj
2719 		 अपना 		 r6 		 nmod
2720 		 ग्रास 		 k2 		 case
2721 		 बना 		 ccof 		 conj
2722 		 ले 		 lwg__vaux 		 case
2723 		 इन्हें 		 k4 		 iobj
2724 		 २१ 		 pof__cn 		 case
2725 		 जून 		 pof__cn 		 case
2726 		 १९९१ 		 rsp 		 advmod
2727 		 से 		 lwg__psp 		 case
2728 		 १६ 		 pof__cn 		 case
2729 		 मई 		 pof__cn 		 case
2730 		 १९९६ 		 k7t 		 nmod
2731 		 तक 		 lwg__psp 		 case
2732 		 पी 		 pof__cn 		 case
2733 		 वी 		 pof__cn 		 case
2734 		 नरसिंह 		 pof__cn 		 case
2735 		 राव 		 rh 		 advcl
2736 		 के 		 lwg__psp 		 case
2737 		 प्रधानमंत्रित्व 		 lwg__psp 		 case
2738 		 काल 		 k7 		 nmod
2739 		 में 		 lwg__psp 		 case
2740 		 वित्त 		 pof__cn 		 case
2741 		 मन्त्री 		 k7 		 nmod
2742 		 के 		 lwg__psp 		 case
2743 		 रूप 		 lwg__psp 		 case
2744 		 में 		 lwg__psp 		 case
2745 		 किए 		 nmod__k2inv 		 case
2746 		 गए 		 lwg__vaux 		 case
2747 		 आर्थिक 		 nmod__adj 		 case
2748 		 सुधारों 		 rt 		 advcl
2749 		 के 		 lwg__psp 		 case
2750 		 लिए 		 lwg__psp 		 case
2751 		 भी 		 lwg__rp 		 case
2752 		 श्रेय 		 pof 		 compound
2753 		 दिया 		 main 		 case
2754 		 जाता 		 lwg__vaux 		 case
2755 		 है 		 lwg__vaux_cont 		 case
2756 		 १९८१ 		 k7t 		 nmod
2757 		 में 		 lwg__psp 		 case
2758 		 इन्होंने 		 k1 		 nsubj
2759 		 यश 		 pof__cn 		 case
2760 		 चोपड़ा 		 r6 		 nmod
2761 		 की 		 lwg__psp 		 case
2762 		 नाटकीयता 		 k1 		 nsubj
2763 		 फ़िल्म 		 pof__cn 		 case
2764 		 सिलसिला 		 k7 		 nmod
2765 		 में 		 lwg__psp 		 case
2766 		 काम 		 k2 		 case
2767 		 किया, 		 rs 		 acl
2768 		 जिसमें 		 k7 		 nmod
2769 		 इनकी 		 r6 		 nmod
2770 		 सह 		 nmod__adj 		 case
2771 		 कलाकार 		 k7 		 nmod
2772 		 के 		 lwg__psp 		 case
2773 		 रूप 		 lwg__psp 		 case
2774 		 में 		 lwg__psp 		 case
2775 		 इनकी 		 r6 		 nmod
2776 		 पत्नी 		 nmod 		 amod
2777 		 जया 		 ccof 		 conj
2778 		 और 		 rh 		 advcl
2779 		 अफ़वाहों 		 ccof 		 conj
2780 		 में 		 lwg__psp 		 case
2781 		 इनकी 		 r6 		 nmod
2782 		 प्रेमिका 		 k1 		 nsubj
2783 		 रेखा 		 k1s 		 case
2784 		 थीं 		 main 		 case
2785 		 इसके 		 r6 		 nmod
2786 		 बाद 		 lwg__psp 		 case
2787 		 के 		 lwg__psp 		 case
2788 		 वर्षों 		 k7 		 nmod
2789 		 में 		 lwg__psp 		 case
2790 		 वे 		 k1 		 nsubj
2791 		 योजना 		 pof__cn 		 case
2792 		 आयोग 		 r6 		 nmod
2793 		 के 		 lwg__psp 		 case
2794 		 उपाध्यक्ष, 		 pof__cn 		 case
2795 		 रिजर्व 		 pof__cn 		 case
2796 		 बैंक 		 r6 		 nmod
2797 		 के 		 lwg__psp 		 case
2798 		 गवर्नर, 		 pof__cn 		 case
2799 		 प्रधानमन्त्री 		 r6 		 nmod
2800 		 के 		 lwg__psp 		 case
2801 		 आर्थिक 		 nmod__adj 		 case
2802 		 सलाहकार 		 ccof 		 conj
2803 		 और 		 k2 		 case
2804 		 विश्वविद्यालय 		 pof__cn 		 case
2805 		 अनुदान 		 pof__cn 		 case
2806 		 आयोग 		 r6 		 nmod
2807 		 के 		 lwg__psp 		 case
2808 		 अध्यक्ष 		 ccof 		 conj
2809 		 भी 		 lwg__rp 		 case
2810 		 रहे 		 main 		 case
2811 		 हैं 		 lwg__vaux 		 case
2812 		 १९७५ 		 k7t 		 nmod
2813 		 में 		 lwg__psp 		 case
2814 		 यह 		 nmod__adj 		 case
2815 		 फ़िल्म 		 pof__cn 		 case
2816 		 बॉक्स 		 pof__cn 		 case
2817 		 ऑफिस 		 k7p 		 nmod
2818 		 पर 		 lwg__psp 		 case
2819 		 हिट 		 pof 		 compound
2820 		 रहकर 		 vmod 		 case
2821 		 चौथे 		 nmod__adj 		 case
2822 		 स्थान 		 k7p 		 nmod
2823 		 पर 		 lwg__psp 		 case
2824 		 रही 		 ccof 		 conj
2825 		 और 		 main 		 case
2826 		 इंडियाटाइम्स 		 r6 		 nmod
2827 		 की 		 lwg__psp 		 case
2828 		 मूवियों 		 k7 		 nmod
2829 		 में 		 lwg__psp 		 case
2830 		 बॉलीवुड 		 r6 		 nmod
2831 		 की 		 lwg__psp 		 case
2832 		 हर 		 nmod__adj 		 case
2833 		 हाल 		 k7 		 nmod
2834 		 में 		 lwg__psp 		 case
2835 		 देखने 		 nmod 		 amod
2836 		 योग्य 		 lwg__psp 		 case
2837 		 शीर्ष 		 nmod__adj 		 case
2838 		 २५ 		 nmod__adj 		 case
2839 		 फिल्मों 		 k7 		 nmod
2840 		 में 		 lwg__psp 		 case
2841 		 भी 		 lwg__rp 		 case
2842 		 नाम 		 k1 		 nsubj
2843 		 आया 		 ccof 		 conj
2844 		 १९८८ 		 k7t 		 nmod
2845 		 में 		 lwg__psp 		 case
2846 		 बच्चन 		 nmod__adj 		 case
2847 		 फ़िल्मों 		 k7 		 nmod
2848 		 में 		 lwg__psp 		 case
2849 		 तीन 		 nmod__adj 		 case
2850 		 साल 		 r6 		 nmod
2851 		 की 		 lwg__psp 		 case
2852 		 छोटी 		 nmod__adj 		 case
2853 		 सी 		 lwg__rp 		 case
2854 		 राजनीतिक 		 nmod__adj 		 case
2855 		 अवधि 		 k7t 		 nmod
2856 		 के 		 lwg__psp 		 case
2857 		 बाद 		 lwg__psp 		 case
2858 		 वापस 		 pof 		 compound
2859 		 लौट 		 ccof 		 conj
2860 		 आए 		 lwg__vaux 		 case
2861 		 और 		 main 		 case
2862 		 शहंशाह 		 k7 		 nmod
2863 		 में 		 lwg__psp 		 case
2864 		 शीर्षक 		 pof__cn 		 case
2865 		 भूमिका 		 r6-k2 		 nmod
2866 		 की 		 lwg__psp 		 case
2867 		 जो 		 k1 		 nsubj
2868 		 बच्चन 		 r6 		 nmod
2869 		 की 		 lwg__psp 		 case
2870 		 वापसी 		 rh 		 advcl
2871 		 के 		 lwg__psp 		 case
2872 		 चलते 		 lwg__psp 		 case
2873 		 बॉक्स 		 pof__cn 		 case
2874 		 आफिस 		 k7p 		 nmod
2875 		 पर 		 lwg__psp 		 case
2876 		 सफल 		 pof 		 compound
2877 		 रही 		 ccof 		 conj
2878 		 १९७८ 		 nmod__adj 		 case
2879 		 संभवत: 		 k1 		 nsubj
2880 		 इनके 		 r6 		 nmod
2881 		 जीवन 		 r6 		 nmod
2882 		 का 		 lwg__psp 		 case
2883 		 सर्वाधिक 		 jjmod__intf 		 case
2884 		 प्रशंसनीय 		 nmod__adj 		 case
2885 		 वर्ष 		 k1s 		 case
2886 		 रहा 		 ccof 		 conj
2887 		 और 		 main 		 case
2888 		 भारत 		 k7p 		 nmod
2889 		 में 		 lwg__psp 		 case
2890 		 उस 		 nmod__adj 		 case
2891 		 समय 		 r6 		 nmod
2892 		 की 		 lwg__psp 		 case
2893 		 सबसे 		 jjmod__intf 		 case
2894 		 अधिक 		 nmod__adj 		 case
2895 		 आय 		 k2 		 case
2896 		 अर्जित 		 pof 		 compound
2897 		 करने 		 nmod 		 amod
2898 		 वाली 		 lwg__psp 		 case
2899 		 चार 		 nmod__adj 		 case
2900 		 फ़िल्मों 		 k7 		 nmod
2901 		 में 		 lwg__psp 		 case
2902 		 इन्होंने 		 k1 		 nsubj
2903 		 स्टार 		 pof__cn 		 case
2904 		 कलाकार 		 r6 		 nmod
2905 		 की 		 lwg__psp 		 case
2906 		 भूमिका 		 k2 		 case
2907 		 निभाई 		 ccof 		 conj
2908 		 इसके 		 k7t 		 nmod
2909 		 पश्चात् 		 lwg__psp 		 case
2910 		 लोकसभा 		 r6 		 nmod
2911 		 के 		 lwg__psp 		 case
2912 		 चुनाव 		 pof 		 compound
2913 		 हुए 		 ccof 		 conj
2914 		 और 		 main 		 case
2915 		 भारतीय 		 pof__cn 		 case
2916 		 राष्ट्रीय 		 pof__cn 		 case
2917 		 काँग्रेस 		 r6 		 nmod
2918 		 की 		 lwg__psp 		 case
2919 		 अगुवाई 		 nmod 		 amod
2920 		 वाला 		 lwg__psp 		 case
2921 		 संयुक्त 		 pof__cn 		 case
2922 		 प्रगतिशील 		 nmod__adj 		 case
2923 		 गठबंधन 		 k1 		 nsubj
2924 		 पुन: 		 k1 		 nsubj
2925 		 विजयी 		 pof 		 compound
2926 		 हुआ 		 ccof 		 conj
2927 		 और 		 ccof 		 conj
2928 		 सिंह 		 k1 		 case
2929 		 दोबारा 		 adv 		 advmod
2930 		 प्रधानमंत्री 		 nmod__adj 		 case
2931 		 पद 		 k7 		 nmod
2932 		 पर 		 lwg__psp 		 case
2933 		 आसीन 		 pof 		 compound
2934 		 हुए 		 main 		 case
2935 		 १९९९ 		 k7t 		 nmod
2936 		 में 		 lwg__psp 		 case
2937 		 बीबीसी 		 pof__cn 		 case
2938 		 इंडिया 		 k1 		 nsubj
2939 		 ने 		 lwg__psp 		 case
2940 		 इस 		 nmod__adj 		 case
2941 		 फ़िल्म 		 k4 		 iobj
2942 		 को 		 lwg__psp 		 case
2943 		 शताब्दी 		 r6 		 nmod
2944 		 की 		 lwg__psp 		 case
2945 		 फ़िल्म 		 r6-k2 		 nmod
2946 		 का 		 lwg__psp 		 case
2947 		 नाम 		 k2 		 case
2948 		 दिया 		 ccof 		 conj
2949 		 और 		 main 		 case
2950 		 दीवार 		 k2u 		 nmod
2951 		 की 		 lwg__psp 		 case
2952 		 तरह 		 lwg__psp 		 case
2953 		 इसे 		 k2 		 case
2954 		 इंडियाटाइम्‍ज़ 		 pof__cn 		 case
2955 		 मूवियों 		 k7 		 nmod
2956 		 में 		 lwg__psp 		 case
2957 		 बालीवुड 		 r6 		 nmod
2958 		 की 		 lwg__psp 		 case
2959 		 शीर्ष 		 nmod__adj 		 case
2960 		 २५ 		 nmod__adj 		 case
2961 		 फिल्‍मों 		 k7 		 nmod
2962 		 में 		 lwg__psp 		 case
2963 		 शामिल 		 pof 		 compound
2964 		 किया 		 ccof 		 conj
2965 		 यद्यपि 		 k1 		 case
2966 		 इनका 		 r6 		 nmod
2967 		 उपनाम 		 k1 		 nsubj
2968 		 श्रीवास्तव 		 k1s 		 case
2969 		 था 		 ccof 		 conj
2970 		 व 		 ccof 		 conj
2971 		 वह 		 k1 		 case
2972 		 कायस्थ 		 nmod__adj 		 case
2973 		 जाति 		 ras-k1 		 nmod
2974 		 से 		 lwg__psp 		 case
2975 		 सम्बन्ध 		 pof 		 compound
2976 		 रखते 		 ccof 		 conj
2977 		 हैं 		 lwg__vaux 		 case
2978 		 फिर 		 k7t 		 nmod
2979 		 भी 		 lwg__rp 		 case
2980 		 इनके 		 r6 		 nmod
2981 		 पिता 		 k1 		 nsubj
2982 		 ने 		 lwg__psp 		 case
2983 		 इस 		 nmod__adj 		 case
2984 		 उपनाम 		 k2 		 case
2985 		 को 		 lwg__psp 		 case
2986 		 अपने 		 r6 		 nmod
2987 		 कृतियों 		 k2 		 case
2988 		 को 		 lwg__psp 		 case
2989 		 प्रकाशित 		 pof 		 compound
2990 		 करने 		 nmod 		 amod
2991 		 वाले 		 lwg__psp 		 case
2992 		 बच्चन 		 nmod 		 amod
2993 		 नाम 		 k2 		 case
2994 		 से 		 lwg__psp 		 case
2995 		 उद्धृत 		 pof 		 compound
2996 		 किया 		 main 		 case
2997 		 उल्लेखनीय 		 k1s 		 case
2998 		 है 		 main 		 case
2999 		 कि 		 rs 		 acl
3000 		 हिट 		 r6 		 nmod
3001 		 की 		 lwg__psp 		 case
3002 		 कमी 		 vmod 		 case
3003 		 के 		 lwg__psp 		 case
3004 		 बावजूद 		 lwg__psp 		 case
3005 		 यह 		 k1 		 nsubj
3006 		 वह 		 nmod__adj 		 case
3007 		 समय 		 k1s 		 case
3008 		 था 		 ccof 		 conj
3009 		 जब 		 k7t 		 nmod
3010 		 अमिताभ 		 pof__cn 		 case
3011 		 बच्चन 		 k1 		 nsubj
3012 		 ने 		 lwg__psp 		 case
3013 		 १९९० 		 r6 		 nmod
3014 		 की 		 lwg__psp 		 case
3015 		 फिल्‍म 		 nmod 		 amod
3016 		 अग्निपथ 		 k7 		 nmod
3017 		 में 		 lwg__psp 		 case
3018 		 माफिया 		 k1 		 nsubj
3019 		 डॉन 		 r6 		 nmod
3020 		 की 		 lwg__psp 		 case
3021 		 यादगार 		 nmod__adj 		 case
3022 		 भूमिका 		 rt 		 advcl
3023 		 के 		 lwg__psp 		 case
3024 		 लिए 		 lwg__psp 		 case
3025 		 राष्ट्रीय 		 nmod__adj 		 case
3026 		 फ़िल्म 		 k1 		 nsubj
3027 		 पुरस्कार, 		 k2 		 case
3028 		 जीते 		 main 		 case
3029 		 बॉक्स 		 pof__cn 		 case
3030 		 ऑफिस 		 k7p 		 nmod
3031 		 पर 		 lwg__psp 		 case
3032 		 सफलता 		 k2 		 case
3033 		 पाने 		 nmod 		 amod
3034 		 वाले 		 lwg__psp 		 case
3035 		 एक 		 nmod__adj 		 case
3036 		 जबरदस्त 		 nmod__adj 		 case
3037 		 अभिनेता 		 k7 		 nmod
3038 		 के 		 lwg__psp 		 case
3039 		 रूप 		 lwg__psp 		 case
3040 		 में 		 lwg__psp 		 case
3041 		 यह 		 k2 		 case
3042 		 उनकी 		 r6 		 nmod
3043 		 पहली 		 nmod__adj 		 case
3044 		 फ़िल्म 		 k1s 		 case
3045 		 थी, 		 rs 		 acl
3046 		 जिसने 		 k1 		 case
3047 		 उन्हें 		 k4 		 iobj
3048 		 सर्वश्रेष्‍ठ 		 nmod__adj 		 case
3049 		 पुरूष 		 pof__cn 		 case
3050 		 कलाकार 		 nmod 		 amod
3051 		 फ़िल्मफेयर 		 pof__cn 		 case
3052 		 पुरस्कार 		 rt 		 advcl
3053 		 के 		 lwg__psp 		 case
3054 		 लिए 		 lwg__psp 		 case
3055 		 मनोनीत 		 pof 		 compound
3056 		 करवाया 		 main 		 case
3057 		 शीर्ष‍क 		 k1 		 nsubj
3058 		 कौन 		 k1s 		 case
3059 		 बनेगा 		 main 		 case
3060 		 करोड़पति, 		 lwg__vaux 		 case
3061 		 जैसा 		 lwg__vaux_cont 		 case
3062 		 कि 		 rs 		 acl
3063 		 यह 		 nmod__adj 		 case
3064 		 अधिकांशत: 		 mod 		 nsubj
3065 		 अन्य 		 nmod__adj 		 case
3066 		 देशों 		 k7 		 nmod
3067 		 में 		 lwg__psp 		 case
3068 		 चला 		 nmod__k1inv 		 case
3069 		 था, 		 lwg__vaux 		 case
3070 		 कार्यक्रम 		 k2 		 case
3071 		 को 		 lwg__psp 		 case
3072 		 तत्काल 		 ccof 		 conj
3073 		 और 		 k2 		 case
3074 		 गहरी 		 nmod__adj 		 case
3075 		 सफलता 		 ccof 		 conj
3076 		 मिली 		 main 		 case
3077 		 जिसमें 		 k7 		 nmod
3078 		 बच्चन 		 r6 		 nmod
3079 		 के 		 lwg__psp 		 case
3080 		 करिश्मे 		 r6 		 nmod
3081 		 का 		 lwg__psp 		 case
3082 		 भी 		 lwg__rp 		 case
3083 		 छोटे 		 nmod__adj 		 case
3084 		 रूप 		 k7 		 nmod
3085 		 में 		 lwg__psp 		 case
3086 		 योगदान 		 k1 		 nsubj
3087 		 था 		 nmod__relc 		 case
3088 		 फ़िल्म 		 pof__cn 		 case
3089 		 उद्योग 		 k7 		 nmod
3090 		 में 		 lwg__psp 		 case
3091 		 प्रवेश 		 pof 		 compound
3092 		 करने 		 rh 		 advcl
3093 		 से 		 lwg__psp 		 case
3094 		 पहले, 		 pof__cn 		 case
3095 		 बच्चन 		 k1 		 nsubj
3096 		 ने 		 lwg__psp 		 case
3097 		 ऑल 		 pof__cn 		 case
3098 		 इंडिया 		 pof__cn 		 case
3099 		 रेडियो 		 k7p 		 nmod
3100 		 में 		 lwg__psp 		 case
3101 		 समाचार 		 pof__cn 		 case
3102 		 उद्घोषक, 		 nmod 		 amod
3103 		 नामक 		 nmod__adj 		 case
3104 		 पद 		 nmod 		 amod
3105 		 हेतु 		 lwg__psp 		 case
3106 		 नौकरी 		 rt 		 advcl
3107 		 के 		 lwg__psp 		 case
3108 		 लिए 		 lwg__psp 		 case
3109 		 आवेदन 		 pof 		 compound
3110 		 किया 		 main 		 case
3111 		 जिसके 		 rt 		 advcl
3112 		 लिए 		 lwg__psp 		 case
3113 		 इन्हें 		 k2 		 case
3114 		 अयोग्य 		 k2s 		 acl
3115 		 घोषित 		 pof 		 compound
3116 		 कर 		 nmod__relc 		 case
3117 		 दिया 		 lwg__vaux 		 case
3118 		 गया 		 lwg__vaux_cont 		 case
3119 		 था 		 lwg__vaux_cont 		 case
3120 		 १९७३ 		 k7t 		 nmod
3121 		 में 		 lwg__psp 		 case
3122 		 जब 		 k7t 		 nmod
3123 		 प्रकाश 		 pof__cn 		 case
3124 		 मेहरा 		 k1 		 nsubj
3125 		 ने 		 lwg__psp 		 case
3126 		 इन्हें 		 k4 		 iobj
3127 		 अपनी 		 r6 		 case
3128 		 फ़िल्म 		 k2 		 case
3129 		 ज़ंजीर 		 k7 		 nmod
3130 		 (१९७३) 		 rsym 		 punct
3131 		 में 		 lwg__psp 		 case
3132 		 इंस्पेक्टर 		 pof__cn 		 case
3133 		 विजय 		 pof__cn 		 case
3134 		 खन्ना 		 r6 		 nmod
3135 		 की 		 lwg__psp 		 case
3136 		 भूमिका 		 k7 		 nmod
3137 		 के 		 lwg__psp 		 case
3138 		 रूप 		 lwg__psp 		 case
3139 		 में 		 lwg__psp 		 case
3140 		 अवसर 		 pof 		 compound
3141 		 दिया 		 ccof 		 conj
3142 		 तो 		 main 		 case
3143 		 यहीं 		 k5 		 nmod
3144 		 से 		 lwg__psp 		 case
3145 		 इनके 		 r6 		 nmod
3146 		 कैरियर 		 k7 		 nmod
3147 		 में 		 lwg__psp 		 case
3148 		 प्रगति 		 r6 		 nmod
3149 		 का 		 lwg__psp 		 case
3150 		 नया 		 nmod__adj 		 case
3151 		 मोड़ 		 k1 		 nsubj
3152 		 आया 		 ccof 		 conj
3153 		 इनकी 		 r6 		 nmod
