0 		 start2 		 start2 		 start2
1266 		 मुक्त 		 k1s 		 case
1267 		 है 		 nmod__relc 		 case
1268 		 भारत 		 k1 		 nsubj
1269 		 ने 		 lwg__psp 		 case
1270 		 चंद्रयान-2 		 k2 		 case
1271 		 को 		 lwg__psp 		 case
1272 		 22 		 pof__cn 		 case
1273 		 जुलाई 		 pof__cn 		 case
1274 		 2019 		 k7t 		 nmod
1275 		 को 		 lwg__psp 		 pof__cn
1276 		 श्रीहरिकोटा 		 nmod__adj 		 pof__cn
1277 		 रेंज 		 k3 		 nmod
1278 		 से 		 lwg__psp 		 pof__cn
1279 		 भारतीय 		 nmod__adj 		 pof__cn
1280 		 समयानुसार 		 k7t 		 nmod
1281 		 02:43 		 nmod__adj 		 pof__cn
1282 		 अपराह्न 		 k7t 		 nmod
1283 		 को 		 lwg__psp 		 pof__cn
1284 		 सफलता 		 k2 		 pof__cn
1285 		 पूर्वक 		 adv 		 advmod
1286 		 प्रक्षेपित 		 pof 		 compound
1287 		 किया 		 main 		 case
1288 		 त्रिविम 		 pof__cn 		 case
1289 		 कैमरा 		 jjmod 		 advmod
1290 		 आधारित 		 nmod 		 amod
1291 		 3डी 		 nmod__adj 		 case
1292 		 दृष्टि 		 pof__cn 		 case
1293 		 - 		 rsym 		 punct
1294 		 जमीन 		 pof__cn 		 case
1295 		 टीम 		 k2 		 case
1296 		 को 		 lwg__psp 		 case
1297 		 रोवर 		 pof__cn 		 case
1298 		 नियंत्रित 		 rt 		 advcl
1299 		 के 		 lwg__psp 		 case
1300 		 लिए 		 lwg__psp 		 case
1301 		 रोवर 		 nmod 		 amod
1302 		 के 		 lwg__psp 		 case
1303 		 आसपास 		 lwg__psp 		 case
1304 		 के 		 lwg__psp 		 case
1305 		 इलाके 		 r6 		 nmod
1306 		 की 		 lwg__psp 		 pof__cn
1307 		 एक 		 nmod__adj 		 pof__cn
1308 		 3डी 		 nmod__adj 		 pof__cn
1309 		 दृश्य 		 k2 		 pof__cn
1310 		 को 		 lwg__psp 		 pof__cn
1311 		 प्रदान 		 pof 		 compound
1312 		 करेगा 		 main 		 case
1313 		 दिनांक 		 pof__cn 		 case
1314 		 07 		 pof__cn 		 case
1315 		 सितंबर 		 pof__cn 		 case
1316 		 2019 		 k7t 		 nmod
1317 		 को 		 lwg__psp 		 pof__cn
1318 		 रात्रि 		 nmod 		 pof__cn
1319 		 02 		 nmod__adj 		 pof__cn
1320 		 बजे 		 k7t 		 nmod
1321 		 चंद्रमा 		 r6 		 nmod
1322 		 के 		 lwg__psp 		 pof__cn
1323 		 धरातल 		 nmod 		 pof__cn
1324 		 से 		 lwg__psp 		 pof__cn
1325 		 02.1 		 nmod__adj 		 pof__cn
1326 		 किमी 		 k7p 		 nmod
1327 		 ऊपर 		 lwg__psp 		 pof__cn
1328 		 विक्रम 		 pof__cn 		 pof__cn
1329 		 लेंडर 		 r6 		 pof__cn
1330 		 का 		 lwg__psp 		 pof__cn
1331 		 इसरो 		 k5 		 nmod
1332 		 से 		 lwg__psp 		 pof__cn
1333 		 फिलहाल 		 adv 		 advmod
1334 		 सम्पर्क 		 pof 		 compound
1335 		 टूट 		 main 		 case
1336 		 गया 		 lwg__vaux 		 case
1337 		 है 		 lwg__vaux_cont 		 case
1338 		 अगर 		 vmod 		 case
1339 		 थिया 		 k1 		 nsubj
1340 		 एक 		 nmod__adj 		 case
1341 		 अलग 		 nmod__adj 		 case
1342 		 प्रोटॉपलैनेट 		 k1s 		 case
1343 		 था, 		 ccof 		 conj
1344 		 तो 		 main 		 case
1345 		 शायद 		 adv 		 advmod
1346 		 पृथ्वी 		 k3 		 nmod
1347 		 से 		 lwg__psp 		 pof__cn
1348 		 एक 		 nmod__adj 		 pof__cn
1349 		 अलग 		 nmod__adj 		 pof__cn
1350 		 ऑक्सीजन 		 pof__cn 		 pof__cn
1351 		 आइसोटोप 		 k1 		 pof__cn
1352 		 हस्ताक्षर 		 pof 		 compound
1353 		 होता, 		 ccof 		 conj
1354 		 जैसा 		 lwg__psp 		 case
1355 		 कि 		 k2 		 case
1356 		 अलग-अलग 		 nmod__adj 		 case
1357 		 मिश्रित 		 mod 		 nsubj
1358 		 पदार्थ 		 k1 		 nsubj
1359 		 होता 		 main 		 case
1360 		 रोसकोसमोस 		 k2 		 case
1361 		 को 		 lwg__psp 		 case
1362 		 बाद 		 k7t 		 nmod
1363 		 में 		 lwg__psp 		 pof__cn
1364 		 मंगल 		 nmod__adj 		 pof__cn
1365 		 ग्रह 		 rt 		 advcl
1366 		 के 		 lwg__psp 		 case
1367 		 लिए 		 lwg__psp 		 case
1368 		 भेज़े 		 nmod__k1inv 		 case
1369 		 फोबोस-ग्रन्ट 		 pof__cn 		 case
1370 		 अभियान 		 k7 		 nmod
1371 		 मे 		 lwg__psp 		 pof__cn
1372 		 मिली 		 nmod__k1inv 		 pof__cn
1373 		 विफलता 		 rh 		 advcl
1374 		 के 		 lwg__psp 		 case
1375 		 कारण 		 lwg__psp 		 case
1376 		 चंद्रयान 		 pof__cn 		 case
1377 		 -2 		 rsym 		 punct
1378 		 कार्यक्रम 		 k5 		 nmod
1379 		 से 		 lwg__psp 		 pof__cn
1380 		 अलग 		 pof 		 compound
1381 		 कर 		 main 		 case
1382 		 दिया 		 lwg__vaux 		 case
1383 		 गया 		 lwg__vaux_cont 		 case
1384 		 चंद्रयान-2 		 k7p 		 nmod
1385 		 में 		 lwg__psp 		 pof__cn
1386 		 रखे 		 nmod__k2inv 		 pof__cn
1387 		 गए 		 lwg__vaux 		 pof__cn
1388 		 पेलोड 		 k5 		 nmod
1389 		 से 		 lwg__psp 		 pof__cn
1390 		 मिलने 		 nmod 		 pof__cn
1391 		 वाले 		 lwg__psp 		 pof__cn
1392 		 डाटा 		 k5 		 nmod
1393 		 से 		 lwg__psp 		 pof__cn
1394 		 वहां 		 k7p 		 nmod
1395 		 पानी 		 ccof 		 conj
1396 		 और 		 r6 		 nmod
1397 		 खनिजों 		 ccof 		 conj
1398 		 की 		 lwg__psp 		 case
1399 		 मौजूदगी 		 r6-k2 		 nmod
1400 		 का 		 lwg__psp 		 pof__cn
1401 		 पता 		 pof 		 compound
1402 		 चलेगा 		 main 		 case
1403 		 जिससे 		 rh 		 advcl
1404 		 वैज्ञानिक 		 nmod__adj 		 case
1405 		 प्रयोग 		 k2 		 case
1406 		 शुरु 		 pof 		 compound
1407 		 होंगे. 		 nmod__relc 		 case
1408 		 चन्द्रमा 		 r6 		 nmod
1409 		 की 		 lwg__psp 		 pof__cn
1410 		 तात्कालिक 		 nmod__adj 		 pof__cn
1411 		 कक्षीय 		 k1 		 pof__cn
1412 		 दूरी, 		 k1s 		 pof__cn
1413 		 पृथ्वी 		 r6 		 pof__cn
1414 		 के 		 lwg__psp 		 pof__cn
1415 		 व्यास 		 r6 		 pof__cn
1416 		 का 		 lwg__psp 		 pof__cn
1417 		 ३० 		 nmod__adj 		 pof__cn
1418 		 गुना 		 k1 		 pof__cn
1419 		 है 		 main 		 pof__cn
1420 		 इसीलिए 		 rh 		 advcl
1421 		 आसमान 		 k7 		 nmod
1422 		 में 		 lwg__psp 		 pof__cn
1423 		 सूर्य 		 ccof 		 conj
1424 		 और 		 k1 		 case
1425 		 चन्द्रमा 		 r6 		 nmod
1426 		 का 		 lwg__psp 		 pof__cn
1427 		 आकार 		 ccof 		 conj
1428 		 हमेशा 		 adv 		 advmod
1429 		 सामान 		 k1 		 case
1430 		 नजर 		 pof 		 compound
1431 		 आता 		 nmod__relc 		 case
1432 		 है 		 lwg__vaux 		 case
1433 		 इसरो 		 k1 		 nsubj
1434 		 ने 		 lwg__psp 		 case
1435 		 लैंडिंग 		 pof__cn 		 case
1436 		 साइट 		 r6-k2 		 nmod
1437 		 का 		 lwg__psp 		 pof__cn
1438 		 चयन 		 pof 		 compound
1439 		 करने 		 rt 		 advcl
1440 		 के 		 lwg__psp 		 case
1441 		 लिए 		 lwg__psp 		 case
1442 		 और 		 rt 		 advcl
1443 		 लैंडर 		 r6 		 case
1444 		 के 		 lwg__psp 		 case
1445 		 सेंसर 		 r6 		 nmod
1446 		 की 		 lwg__psp 		 pof__cn
1447 		 क्षमता 		 r6-k2 		 nmod
1448 		 का 		 lwg__psp 		 pof__cn
1449 		 आकलन 		 pof 		 compound
1450 		 करने 		 ccof 		 conj
1451 		 में 		 lwg__psp 		 case
1452 		 सहायता 		 rt 		 advcl
1453 		 के 		 lwg__psp 		 case
1454 		 लिए 		 lwg__psp 		 case
1455 		 चुनलेरे 		 k7 		 nmod
1456 		 में 		 lwg__psp 		 pof__cn
1457 		 करीब 		 lwg__rp 		 pof__cn
1458 		 10 		 nmod__adj 		 pof__cn
1459 		 क्रेटर 		 k2 		 pof__cn
1460 		 बनाए 		 main 		 pof__cn
1461 		 सोवियत 		 pof__cn 		 pof__cn
1462 		 राष्ट् 		 r6 		 pof__cn
1463 		 का 		 lwg__psp 		 pof__cn
1464 		 लूना-१ 		 nmod__adj 		 pof__cn
1465 		 पहला 		 nmod__adj 		 pof__cn
1466 		 अन्तरिक्ष 		 pof__cn 		 pof__cn
1467 		 यान 		 k1 		 pof__cn
1468 		 था 		 ccof 		 conj
1469 		 जो 		 k1 		 case
1470 		 चन्द्रमा 		 k7p 		 nmod
1471 		 के 		 lwg__psp 		 pof__cn
1472 		 पास 		 lwg__psp 		 pof__cn
1473 		 से 		 lwg__psp 		 pof__cn
1474 		 गुजरा 		 nmod__relc 		 pof__cn
1475 		 था 		 lwg__vaux 		 pof__cn
1476 		 लेकिन 		 main 		 pof__cn
1477 		 लूना-२ 		 k1 		 pof__cn
1478 		 पहला 		 nmod__adj 		 pof__cn
1479 		 यान 		 k1s 		 pof__cn
1480 		 था 		 ccof 		 conj
1481 		 जो 		 k1 		 case
1482 		 चन्द्रमा 		 r6 		 nmod
1483 		 की 		 lwg__psp 		 pof__cn
1484 		 धरती 		 k7p 		 nmod
1485 		 पर 		 lwg__psp 		 pof__cn
1486 		 उतरा 		 nmod__relc 		 pof__cn
1487 		 था 		 lwg__vaux 		 pof__cn
1488 		 इस 		 nmod__adj 		 pof__cn
1489 		 अभियान 		 k2 		 pof__cn
1490 		 को 		 lwg__psp 		 pof__cn
1491 		 श्रीहरिकोटा 		 nmod__adj 		 pof__cn
1492 		 द्वीप 		 r6 		 pof__cn
1493 		 के 		 lwg__psp 		 pof__cn
1494 		 सतीश 		 pof__cn 		 pof__cn
1495 		 धवन 		 k1 		 pof__cn
1496 		 अंतरिक्ष 		 pof__cn 		 pof__cn
1497 		 केंद्र 		 k5 		 nmod
1498 		 से 		 lwg__psp 		 pof__cn
1499 		 भूस्थिर 		 pof__cn 		 pof__cn
1500 		 उपग्रह 		 pof__cn 		 pof__cn
1501 		 प्रक्षेपण 		 pof__cn 		 pof__cn
1502 		 यान 		 pof__cn 		 pof__cn
1503 		 संस्करण 		 k2 		 pof__cn
1504 		 3 		 k3 		 nmod
1505 		 (GSLV 		 rsym 		 punct
1506 		 Mk-III) 		 rsym 		 punct
1507 		 द्वारा 		 lwg__psp 		 case
1508 		 भेजा 		 main 		 case
1509 		 गया 		 lwg__vaux 		 case
1510 		 था 		 lwg__vaux_cont 		 case
1511 		 ऑर्बिटर 		 k1 		 nsubj
1512 		 100 		 nmod__adj 		 case
1513 		 किलोमीटर 		 r6 		 nmod
1514 		 की 		 lwg__psp 		 pof__cn
1515 		 ऊंचाई 		 k7p 		 nmod
1516 		 पर 		 lwg__psp 		 pof__cn
1517 		 चन्द्रमा 		 r6-k2 		 nmod
1518 		 की 		 lwg__psp 		 pof__cn
1519 		 परिक्रमा 		 k2 		 pof__cn
1520 		 करेगा. 		 vmod 		 pof__cn
1521 		 इस 		 nmod__adj 		 pof__cn
1522 		 अभियान 		 k7 		 nmod
1523 		 में 		 lwg__psp 		 pof__cn
1524 		 ऑर्बिटर 		 k4 		 iobj
1525 		 को 		 lwg__psp 		 case
1526 		 पांच 		 nmod__adj 		 case
1527 		 पेलोड 		 ras-k2 		 nmod
1528 		 के 		 lwg__psp 		 pof__cn
1529 		 साथ 		 lwg__psp 		 pof__cn
1530 		 भेजे 		 r6-k2 		 nmod
1531 		 जाने 		 lwg__vaux 		 pof__cn
1532 		 का 		 lwg__psp 		 pof__cn
1533 		 निर्णय 		 k2 		 pof__cn
1534 		 लिया 		 main 		 pof__cn
1535 		 गया 		 lwg__vaux 		 pof__cn
1536 		 है 		 lwg__vaux_cont 		 pof__cn
1537 		 लॉन्च 		 r6 		 pof__cn
1538 		 के 		 lwg__psp 		 pof__cn
1539 		 समय, 		 k1 		 pof__cn
1540 		 चंद्रयान 		 pof__cn 		 pof__cn
1541 		 2 		 nmod__adj 		 pof__cn
1542 		 ऑर्बिटर 		 pof__cn 		 pof__cn
1543 		 बयालू 		 vmod 		 pof__cn
1544 		 के 		 lwg__psp 		 pof__cn
1545 		 साथ-साथ 		 lwg__psp 		 pof__cn
1546 		 विक्रम 		 pof__cn 		 pof__cn
1547 		 लैंडर 		 k7 		 nmod
1548 		 में 		 lwg__psp 		 pof__cn
1549 		 भारतीय 		 pof__cn 		 pof__cn
1550 		 डीप 		 pof__cn 		 pof__cn
1551 		 स्पेस 		 pof__cn 		 pof__cn
1552 		 नेटवर्क 		 ras-k1 		 nmod
1553 		 (आईडीएसएन) 		 rsym 		 punct
1554 		 के 		 lwg__psp 		 case
1555 		 साथ 		 lwg__psp 		 case
1556 		 संचार 		 pof 		 compound
1557 		 करने 		 k7 		 nmod
1558 		 में 		 lwg__psp 		 pof__cn
1559 		 सक्षम 		 pof 		 compound
1560 		 होगा 		 main 		 case
